Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:39:56.533,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.118, 0.017, 1.02, 0.488, -0.61, 0, , , , , , , 2.714, -13.041, -166.498, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.535,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.12, 0.016, 1.024, 1.16, -0.854, 0.122, , , , , , , 2.714, -13.052, -166.498, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.535,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.122, 0.019, 1.027, 1.404, -0.61, 0.061, , , , , , , 2.725, -13.057, -166.492, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.535,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.121, 0.02, 1.025, 1.526, -0.244, 0, , , , , , , 2.73, -13.063, -166.492, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.593,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.119, 0.02, 1.021, 1.526, -0.244, 0, , , , , , , 2.741, -13.068, -166.492, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.593,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.118, 0.018, 1.019, 1.587, -0.183, -0.183, , , , , , , 2.747, -13.074, -166.498, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.593,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.118, 0.017, 1.018, 1.953, 0.366, 0, , , , , , , 2.763, -13.074, -166.498, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.593,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.118, 0.018, 1.018, 2.258, 0.977, 0.427, , , , , , , 2.774, -13.063, -166.492, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.622,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.117, 0.023, 1.017, 2.136, 1.038, 0.427, , , , , , , 2.791, -13.057, -166.487, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.622,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.116, 0.026, 1.015, 1.648, 0.854, 0.305, , , , , , , 2.802, -13.046, -166.487, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.622,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.114, 0.026, 1.012, 1.221, 0.366, 0.183, , , , , , , 2.812, -13.041, -166.481, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.622,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.115, 0.025, 1.008, 0.732, -0.793, 0.305, , , , , , , 2.812, -13.046, -166.476, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.653,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.121, 0.024, 1.007, 0.61, -2.014, 0.366, , , , , , , 2.812, -13.063, -166.476, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.653,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.127, 0.024, 1.009, 0.305, -2.136, 0.183, , , , , , , 2.812, -13.085, -166.47, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.653,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.13, 0.025, 1.013, 0, -1.404, -0.061, , , , , , , 2.807, -13.107, -166.47, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.653,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.131, 0.025, 1.016, -0.366, -0.122, -0.244, , , , , , , 2.796, -13.112, -166.476, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
 13:39:56.685,d0:1c:1b:3a:ee:9d, 2025-10-17 13:12:04.923, 0.128, 0.023, 1.02, -0.427, 1.343, -0.183, , , , , , , 2.785, -13.107, -166.476, -11.200, -22.600, -27.387, 30.85, 0.11792, -0.05737, -0.02209, -0.99106,
